outlet_id,category,outlet_name,dealer_name,outlet_type,state,city,locality,street_address,pincode,country,latitude,longitude,telephone,email,contact_person,opening_hours,payment_modes,amenities,rating_value,rating_count,page_url,map_url
241247,Retail_Fuel,IndianOil,Kangkana Service Centre,GasStation,Assam,Bongaigaon,Gerukabari,"Ground Floor, Bijni, Ananda Bazar, Moutara",783390,India,26.483497000,90.697117000,+919954040336,kangkanaassamoil@gmail.com,Jayanta Basumatary,Monday: 06:00 AM-10:00 PM; Tuesday: 06:00 AM-10:00 PM; Wednesday: 06:00 AM-10:00 PM; Thursday: 06:00 AM-10:00 PM; Friday: 06:00 AM-10:00 PM; Saturday: 06:00 AM-10:00 PM; Sunday: 06:00 AM-10:00 PM,"Cash, Credit Card, Debit Card, Online Payment","Kerbside Parking; Clean Drinking Water, Free Air Facility, Toilet",3.9,84,https://locator.iocl.com/indianoil-kangkana-service-centre-petrol-pump-gerukabari-bongaigaon-241247/Home,https://locator.iocl.com/indianoil-kangkana-service-centre-petrol-pump-gerukabari-bongaigaon-241247/Map
241212,Retail_Fuel,IndianOil,Goybari Filling Station,GasStation,Assam,Kokrajhar,Basugaon,"Ground Floor, Kokrajhar, Guwabari",783372,India,26.498944000,90.424211000,+919435719985,hangma.goyari@gmail.com,Hangma Goyari,Monday: 06:00 AM-10:00 PM; Tuesday: 06:00 AM-10:00 PM; Wednesday: 06:00 AM-10:00 PM; Thursday: 06:00 AM-10:00 PM; Friday: 06:00 AM-10:00 PM; Saturday: 06:00 AM-10:00 PM; Sunday: 06:00 AM-10:00 PM,"Cash, Credit Card, Debit Card, Online Payment","Kerbside Parking; Clean Drinking Water, Free Air Facility, Toilet",4.8,12,https://locator.iocl.com/indianoil-goybari-filling-station-petrol-pump-basugaon-kokrajhar-241212/Home,https://locator.iocl.com/indianoil-goybari-filling-station-petrol-pump-basugaon-kokrajhar-241212/Map
277585,Retail_Fuel,IndianOil,Parineeta Fuel Station,GasStation,Assam,Bongaigaon,Goraimari,Ground Floor,783380,India,26.48535852,90.66707476,+917005102328,trishna.saikia98@gmail.com,Manager,Monday: 12:00 AM-11:59 PM; Tuesday: 12:00 AM-11:59 PM; Wednesday: 12:00 AM-11:59 PM; Thursday: 12:00 AM-11:59 PM; Friday: 12:00 AM-11:59 PM; Saturday: 12:00 AM-11:59 PM; Sunday: 12:00 AM-11:59 PM,"Cash, Credit Card, Debit Card, Online Payment",Kerbside Parking,4.3,12,https://locator.iocl.com/indianoil-parineeta-fuel-station-petrol-pump-goraimari-bongaigaon-277585/Home,https://locator.iocl.com/indianoil-parineeta-fuel-station-petrol-pump-goraimari-bongaigaon-277585/Map
241293,Retail_Fuel,IndianOil,Rubi Kisan Seva Kendra,GasStation,Assam,Bongaigaon,Boitamari,"Ground Floor, Chalantapara, Balapara",783388,India,26.265443000,90.546704000,+919954689021,nazmulhoque948@gmail.com,Bipasa Somim Alom,Monday: 06:00 AM-10:00 PM; Tuesday: 06:00 AM-10:00 PM; Wednesday: 06:00 AM-10:00 PM; Thursday: 06:00 AM-10:00 PM; Friday: 06:00 AM-10:00 PM; Saturday: 06:00 AM-10:00 PM; Sunday: 06:00 AM-10:00 PM,"Cash, Credit Card, Debit Card, Online Payment","Kerbside Parking; Clean Drinking Water, Free Air Facility, Toilet",3.5,39,https://locator.iocl.com/indianoil-rubi-kisan-seva-kendra-petrol-pump-boitamari-bongaigaon-241293/Home,https://locator.iocl.com/indianoil-rubi-kisan-seva-kendra-petrol-pump-boitamari-bongaigaon-241293/Map
241188,Retail_Fuel,IndianOil,Chanakya Service Station,GasStation,Assam,Bongaigaon,Boitamari,"Ground Floor, Kayetpara, Barkhata",783389,India,26.368174872138,90.542813842595,+919436540841,sj_vidut@yahoo.com,Manager,Monday: 06:00 AM-10:00 PM; Tuesday: 06:00 AM-10:00 PM; Wednesday: 06:00 AM-10:00 PM; Thursday: 06:00 AM-10:00 PM; Friday: 06:00 AM-10:00 PM; Saturday: 06:00 AM-10:00 PM; Sunday: 06:00 AM-10:00 PM,"Cash, Credit Card, Debit Card, Online Payment","Kerbside Parking; Clean Drinking Water, Toilet",4,42,https://locator.iocl.com/indianoil-chanakya-service-station-petrol-pump-boitamari-bongaigaon-241188/Home,https://locator.iocl.com/indianoil-chanakya-service-station-petrol-pump-boitamari-bongaigaon-241188/Map
277592,Retail_Fuel,IndianOil,Patiladaha Filling Station,GasStation,Assam,Bongaigaon,Kismat,"Ground Floor, Dwarika",783391,India,26.489278,90.806434,+917002399499,patiladahafs@gmail.com,Manager,Monday: 12:00 AM-11:59 PM; Tuesday: 12:00 AM-11:59 PM; Wednesday: 12:00 AM-11:59 PM; Thursday: 12:00 AM-11:59 PM; Friday: 12:00 AM-11:59 PM; Saturday: 12:00 AM-11:59 PM; Sunday: 12:00 AM-11:59 PM,"Cash, Credit Card, Debit Card, Online Payment",Kerbside Parking,3.9,20,https://locator.iocl.com/indianoil-patiladaha-filling-station-petrol-pump-kismat-bongaigaon-277592/Home,https://locator.iocl.com/indianoil-patiladaha-filling-station-petrol-pump-kismat-bongaigaon-277592/Map
241382,Retail_Fuel,IndianOil,Nanagram Bhikamchand,GasStation,Assam,Bongaigaon,Ananda Bazar,"Ground Floor, Gerukabari, Bijni",783390,India,26.476806000,90.692689000,+916900196136,skjain.balaji@gmail.com,Agarwal Sushil,Monday: 06:00 AM-10:00 PM; Tuesday: 06:00 AM-10:00 PM; Wednesday: 06:00 AM-10:00 PM; Thursday: 06:00 AM-10:00 PM; Friday: 06:00 AM-10:00 PM; Saturday: 06:00 AM-10:00 PM; Sunday: 06:00 AM-10:00 PM,"Cash, Credit Card, Debit Card, Online Payment","Kerbside Parking; Clean Drinking Water, Free Air Facility, Toilet",3.7,34,https://locator.iocl.com/indianoil-nanagram-bhikamchand-petrol-pump-ananda-bazar-bongaigaon-241382/Home,https://locator.iocl.com/indianoil-nanagram-bhikamchand-petrol-pump-ananda-bazar-bongaigaon-241382/Map
241484,Retail_Fuel,IndianOil,A K Langthasa,GasStation,Assam,Bongaigaon,Maibong,"Ground Floor, Kalibari Road, New Bongaigaon",783381,India,25.301716000,93.136691000,+916003610080,dipakpaul@gmail.com,Ashok Kr.Langthasa,Monday: 06:00 AM-10:00 PM; Tuesday: 06:00 AM-10:00 PM; Wednesday: 06:00 AM-10:00 PM; Thursday: 06:00 AM-10:00 PM; Friday: 06:00 AM-10:00 PM; Saturday: 06:00 AM-10:00 PM; Sunday: 06:00 AM-10:00 PM,"Cash, Credit Card, Debit Card, Online Payment","Kerbside Parking; Clean Drinking Water, Free Air Facility, Toilet",4,54,https://locator.iocl.com/indianoil-a-k-langthasa-petrol-pump-maibong-bongaigaon-241484/Home,https://locator.iocl.com/indianoil-a-k-langthasa-petrol-pump-maibong-bongaigaon-241484/Map
276727,Retail_Fuel,IndianOil,Singha Energy Ksk,GasStation,Assam,Bongaigaon,dhani gaon,"Ground Floor, Satipur dhani gaon",783385,India,26.51956818,90.52203942,+918761990525,psingha579@gmail.com,narayan singha,Monday: 12:00 AM-11:59 PM; Tuesday: 12:00 AM-11:59 PM; Wednesday: 12:00 AM-11:59 PM; Thursday: 12:00 AM-11:59 PM; Friday: 12:00 AM-11:59 PM; Saturday: 12:00 AM-11:59 PM; Sunday: 12:00 AM-11:59 PM,"Cash, Credit Card, Debit Card, Online Payment",Kerbside Parking,4.8,8,https://locator.iocl.com/indianoil-singha-energy-ksk-petrol-pump-dhani-gaon-bongaigaon-276727/Home,https://locator.iocl.com/indianoil-singha-energy-ksk-petrol-pump-dhani-gaon-bongaigaon-276727/Map
277627,Retail_Fuel,IndianOil,Mandal &amp; Sons Kisan Seva Kendra,GasStation,Assam,Bongaigaon,Bhandara,"Ground Floor, Manikpur",783390,India,26.437960,90.739042,+919854756818,mandalksk@gmail.com,Manager,Monday: 12:00 AM-11:59 PM; Tuesday: 12:00 AM-11:59 PM; Wednesday: 12:00 AM-11:59 PM; Thursday: 12:00 AM-11:59 PM; Friday: 12:00 AM-11:59 PM; Saturday: 12:00 AM-11:59 PM; Sunday: 12:00 AM-11:59 PM,"Cash, Credit Card, Debit Card, Online Payment",Kerbside Parking,3,2,https://locator.iocl.com/indianoil-mandal-sons-kisan-seva-kendra-petrol-pump-bhandara-bongaigaon-277627/Home,https://locator.iocl.com/indianoil-mandal-sons-kisan-seva-kendra-petrol-pump-bhandara-bongaigaon-277627/Map
241132,Retail_Fuel,IndianOil,Abhayapuri Service Centre,GasStation,Assam,Bongaigaon,Abhayapuri,Ground Floor,783384,India,26.350152000,90.651525000,+917576023914,hemantdas869@gmail.com,Hemanta Kumar Das,Monday: 06:00 AM-10:00 PM; Tuesday: 06:00 AM-10:00 PM; Wednesday: 06:00 AM-10:00 PM; Thursday: 06:00 AM-10:00 PM; Friday: 06:00 AM-10:00 PM; Saturday: 06:00 AM-10:00 PM; Sunday: 06:00 AM-10:00 PM,"Cash, Credit Card, Debit Card, Online Payment","Kerbside Parking; Clean Drinking Water, Free Air Facility, Toilet",3.9,60,https://locator.iocl.com/indianoil-abhayapuri-service-centre-petrol-pump-abhayapuri-bongaigaon-241132/Home,https://locator.iocl.com/indianoil-abhayapuri-service-centre-petrol-pump-abhayapuri-bongaigaon-241132/Map
564238,Retail_Fuel,IndianOil,Choutaki Service Station,GasStation,Assam,Bongaigaon,Deohati,"Dag No 653 &amp; 654, Patta No 528 &amp; 52, Village Chautaki",783384,India,26.328802,90.631274,+918638373881,nurimanhoque69@gmail.com,Manager,Monday: 12:00 AM-11:59 PM; Tuesday: 12:00 AM-11:59 PM; Wednesday: 12:00 AM-11:59 PM; Thursday: 12:00 AM-11:59 PM; Friday: 12:00 AM-11:59 PM; Saturday: 12:00 AM-11:59 PM; Sunday: 12:00 AM-11:59 PM,"Cash, Credit Card, Debit Card, Online Payment",Free parking on site,,,https://locator.iocl.com/indianoil-choutaki-service-station-petrol-pump-deohati-bongaigaon-564238/Home,https://locator.iocl.com/indianoil-choutaki-service-station-petrol-pump-deohati-bongaigaon-564238/Map
196089,Retail_Fuel,IndianOil,RK Filling Station,GasStation,Assam,Kamrup,Narengi,VIP Road,781026,India,26.167707,91.826738,+918638517161,manassarma03@gmail.com,Manager,Monday: 06:00 AM-10:30 PM; Tuesday: 06:00 AM-10:30 PM; Wednesday: 06:00 AM-10:30 PM; Thursday: 06:00 AM-10:30 PM; Friday: 06:00 AM-10:30 PM; Saturday: 06:00 AM-10:30 PM; Sunday: 06:00 AM-10:30 PM,"Cash, Credit Card, Debit Card, Online Payment","Kerbside Parking; Clean Drinking Water, Free Air Facility, Toilet",3.6,111,https://locator.iocl.com/indianoil-rk-filling-station-petrol-pump-narengi-kamrup-196089/Home,https://locator.iocl.com/indianoil-rk-filling-station-petrol-pump-narengi-kamrup-196089/Map
241462,Retail_Fuel,IndianOil,Rowmari Uttam Ksk,GasStation,Assam,Bongaigaon,Barpara,"Ground Floor, Sidli, Kahibari 2",783380,India,26.517064000,90.559679000,+919435020216,sashankabrahma1@gmail.com,Sashanka Brahma,Monday: 06:00 AM-10:00 PM; Tuesday: 06:00 AM-10:00 PM; Wednesday: 06:00 AM-10:00 PM; Thursday: 06:00 AM-10:00 PM; Friday: 06:00 AM-10:00 PM; Saturday: 06:00 AM-10:00 PM; Sunday: 06:00 AM-10:00 PM,"Cash, Credit Card, Debit Card, Online Payment","Kerbside Parking; Clean Drinking Water, Free Air Facility, Toilet",4.3,38,https://locator.iocl.com/indianoil-rowmari-uttam-ksk-petrol-pump-barpara-bongaigaon-241462/Home,https://locator.iocl.com/indianoil-rowmari-uttam-ksk-petrol-pump-barpara-bongaigaon-241462/Map
196067,Retail_Fuel,IndianOil,Kanchita Service Station,GasStation,Assam,Kamrup,Narengi,Ground Floor,781026,India,26.176160,91.830873,+919864501358,kanchitaservicestation1@gmail.com,Manager,Monday: 06:00 AM-10:30 PM; Tuesday: 06:00 AM-10:30 PM; Wednesday: 06:00 AM-10:30 PM; Thursday: 06:00 AM-10:30 PM; Friday: 06:00 AM-10:30 PM; Saturday: 06:00 AM-10:30 PM; Sunday: 06:00 AM-10:30 PM,"Cash, Credit Card, Debit Card, Online Payment","Kerbside Parking; Clean Drinking Water, Free Air Facility, Toilet",4,210,https://locator.iocl.com/indianoil-kanchita-service-station-petrol-pump-narengi-kamrup-196067/Home,https://locator.iocl.com/indianoil-kanchita-service-station-petrol-pump-narengi-kamrup-196067/Map
241006,Retail_Fuel,IndianOil,Chhaganmal Sarawgi &amp; Sons,GasStation,Assam,Bongaigaon,Bhotguti Huramara,"Ground Floor, Salmara",783383,India,26.374226000,90.620629000,+919435021544,cssnsm@gmail.com,Sarawgi Jay Kuamr,Monday: 06:00 AM-10:00 PM; Tuesday: 06:00 AM-10:00 PM; Wednesday: 06:00 AM-10:00 PM; Thursday: 06:00 AM-10:00 PM; Friday: 06:00 AM-10:00 PM; Saturday: 06:00 AM-10:00 PM; Sunday: 06:00 AM-10:00 PM,"Cash, Credit Card, Debit Card, Online Payment","Kerbside Parking; Clean Drinking Water, Free Air Facility, Toilet",3.8,78,https://locator.iocl.com/indianoil-chhaganmal-sarawgi-sons-petrol-pump-bhotguti-huramara-bongaigaon-241006/Home,https://locator.iocl.com/indianoil-chhaganmal-sarawgi-sons-petrol-pump-bhotguti-huramara-bongaigaon-241006/Map
526088,Retail_Fuel,IndianOil,Kirtanpara Fuel Station,GasStation,Assam,Bongaigaon,Kirtanpara,"Dag No 882, Patta No 488, Srijangram",783384,India,26.3762595,90.760439,+919591074031,Raymanish78@Gmail.Com,Manager,Monday: 12:00 AM-11:45 PM; Tuesday: 12:00 AM-11:45 PM; Wednesday: 12:00 AM-11:45 PM; Thursday: 12:00 AM-11:45 PM; Friday: 12:00 AM-11:45 PM; Saturday: 12:00 AM-11:45 PM; Sunday: 12:00 AM-11:45 PM,,,,,https://locator.iocl.com/indianoil-kirtanpara-fuel-station-petrol-pump-kirtanpara-bongaigaon-526088/Home,https://locator.iocl.com/indianoil-kirtanpara-fuel-station-petrol-pump-kirtanpara-bongaigaon-526088/Map
196076,Retail_Fuel,IndianOil,Lakhra Service Station,GasStation,Assam,Kamrup,Saokuchi,"No 37, Lakhra Chariali",781034,India,26.113163,91.734556,+917896969155,lakhraservicestation@gmail.com,Manager,Monday: 04:00 AM-11:30 PM; Tuesday: 04:00 AM-11:30 PM; Wednesday: 04:00 AM-11:30 PM; Thursday: 04:00 AM-11:30 PM; Friday: 04:00 AM-11:30 PM; Saturday: 04:00 AM-11:30 PM; Sunday: 04:00 AM-11:30 PM,"Cash, Credit Card, Debit Card, Online Payment","Kerbside Parking; Clean Drinking Water, Free Air Facility, Toilet",3.9,216,https://locator.iocl.com/indianoil-lakhra-service-station-petrol-pump-saokuchi-kamrup-196076/Home,https://locator.iocl.com/indianoil-lakhra-service-station-petrol-pump-saokuchi-kamrup-196076/Map
241125,Retail_Fuel,IndianOil,Singimari Filling Station,GasStation,Assam,Bongaigaon,Srijangram,"Ground Floor, Abhayapuri, Nayagaon",783384,India,26.310856500,90.624790800,+919101717261,sfssingimari@gmail.com,Krishna Mukherjee,Monday: 06:00 AM-10:00 PM; Tuesday: 06:00 AM-10:00 PM; Wednesday: 06:00 AM-10:00 PM; Thursday: 06:00 AM-10:00 PM; Friday: 06:00 AM-10:00 PM; Saturday: 06:00 AM-10:00 PM; Sunday: 06:00 AM-10:00 PM,"Cash, Credit Card, Debit Card, Online Payment","Kerbside Parking; Clean Drinking Water, Free Air Facility, Toilet",4.2,95,https://locator.iocl.com/indianoil-singimari-filling-station-petrol-pump-srijangram-bongaigaon-241125/Home,https://locator.iocl.com/indianoil-singimari-filling-station-petrol-pump-srijangram-bongaigaon-241125/Map
276764,Retail_Fuel,IndianOil,Coco Sector Iii,GasStation,Assam,Kamrup,Noonmati,"Ground Floor, R D Road, Guwahati",781020,India,26.18069993,91.81282713,+917002707506,graichsnoonmati@gmail.chom,Manager,Monday: 12:00 AM-11:45 PM; Tuesday: 12:00 AM-11:45 PM; Wednesday: 12:00 AM-11:45 PM; Thursday: 12:00 AM-11:45 PM; Friday: 12:00 AM-11:45 PM; Saturday: 12:00 AM-11:45 PM; Sunday: 12:00 AM-11:45 PM,"Cash, Credit Card, Debit Card, Online Payment",Kerbside Parking,4.8,495,https://locator.iocl.com/indianoil-coco-sector-iii-petrol-pump-noonmati-kamrup-276764/Home,https://locator.iocl.com/indianoil-coco-sector-iii-petrol-pump-noonmati-kamrup-276764/Map
572249,Retail_Fuel,IndianOil,Nimiis Petrol Pump,GasStation,Assam,Bongaigaon,Dhopguri,"Dag 599(N)/31(O), Patta No 299(N), Chirang",783385,India,26.552483,90.415358,+919727412355,nimilahary@gmail.com,Lahary Nibedita Brahma,Monday: 05:30 AM-10:30 PM; Tuesday: 05:30 AM-10:30 PM; Wednesday: 05:30 AM-10:30 PM; Thursday: 05:30 AM-10:30 PM; Friday: 05:30 AM-10:30 PM; Saturday: 05:30 AM-10:30 PM; Sunday: 05:30 AM-10:30 PM,"Cash, Credit Card, Debit Card, Online Payment",Kerbside Parking,4.5,2,https://locator.iocl.com/indianoil-nimiis-petrol-pump-petrol-pump-dhopguri-bongaigaon-572249/Home,https://locator.iocl.com/indianoil-nimiis-petrol-pump-petrol-pump-dhopguri-bongaigaon-572249/Map
564268,Retail_Fuel,IndianOil,Coco Ambika SS Adhoc,GasStation,Assam,Kamrup,Noonmati,Sector I,781020,India,26.20153448582696,91.78479245065333,+919954065131,ambikaservice@hotmail.com,Manager,Monday: 06:00 AM-11:00 PM; Tuesday: 06:00 AM-11:00 PM; Wednesday: 06:00 AM-11:00 PM; Thursday: 06:00 AM-11:00 PM; Friday: 06:00 AM-11:00 PM; Saturday: 06:00 AM-11:00 PM; Sunday: 06:00 AM-11:00 PM,"Cash, Credit Card, Debit Card, Online Payment",Free parking on site,4,24,https://locator.iocl.com/indianoil-coco-ambika-ss-adhoc-petrol-pump-noonmati-kamrup-564268/Home,https://locator.iocl.com/indianoil-coco-ambika-ss-adhoc-petrol-pump-noonmati-kamrup-564268/Map
196068,Retail_Fuel,IndianOil,Shivam Service Station,GasStation,Assam,Kamrup,Geetanagar,Ground Floor,781020,India,26.173795,91.802692,+919435144268,mmahanta2010@gmail.com,Mohanmahnta,Monday: 06:00 AM-10:00 PM; Tuesday: 06:00 AM-10:00 PM; Wednesday: 06:00 AM-10:00 PM; Thursday: 06:00 AM-10:00 PM; Friday: 06:00 AM-10:00 PM; Saturday: 06:00 AM-10:00 PM; Sunday: 06:00 AM-10:00 PM,"Cash, Credit Card, Debit Card, Online Payment",Kerbside Parking,3.5,85,https://locator.iocl.com/indianoil-shivam-service-station-petrol-pump-geetanagar-kamrup-196068/Home,https://locator.iocl.com/indianoil-shivam-service-station-petrol-pump-geetanagar-kamrup-196068/Map
241044,Retail_Fuel,IndianOil,John N Well Service Station,GasStation,Assam,Bongaigaon,Champabati Bazar,"Ground Floor, Samthaibari",783373,India,26.554031000,90.391541000,+916002452247,ks04121971@gmail.com,Basumatary Ravilal,Monday: 06:00 AM-10:00 PM; Tuesday: 06:00 AM-10:00 PM; Wednesday: 06:00 AM-10:00 PM; Thursday: 06:00 AM-10:00 PM; Friday: 06:00 AM-10:00 PM; Saturday: 06:00 AM-10:00 PM; Sunday: 06:00 AM-10:00 PM,"Cash, Credit Card, Debit Card, Online Payment","Kerbside Parking; Free Air Facility, Toilet",4.3,74,https://locator.iocl.com/indianoil-john-n-well-service-station-petrol-pump-champabati-bazar-bongaigaon-241044/Home,https://locator.iocl.com/indianoil-john-n-well-service-station-petrol-pump-champabati-bazar-bongaigaon-241044/Map
196088,Retail_Fuel,IndianOil,Raj Service Centre,GasStation,Assam,Kamrup,Beltola,Ground Floor,781028,India,26.112708,91.798796,+917005205184,centrerajservice@gmail.com,Manager,Monday: 12:00 AM-11:30 PM; Tuesday: 12:00 AM-11:30 PM; Wednesday: 12:00 AM-11:30 PM; Thursday: 12:00 AM-11:30 PM; Friday: 12:00 AM-11:30 PM; Saturday: 12:00 AM-11:30 PM; Sunday: 12:00 AM-11:30 PM,"Cash, Credit Card, Debit Card, Online Payment","Kerbside Parking; Clean Drinking Water, Free Air Facility, Toilet",3.8,101,https://locator.iocl.com/indianoil-raj-service-centre-petrol-pump-beltola-kamrup-196088/Home,https://locator.iocl.com/indianoil-raj-service-centre-petrol-pump-beltola-kamrup-196088/Map
241078,Retail_Fuel,IndianOil,Aie Valley Service Station,GasStation,Assam,Bongaigaon,Manikpur,"Ground Floor, Adlaguri, Borbilla",783392,India,26.468282000,90.797882000,+917099672351,arpana988@gmail.com,Basumatary Arpana,Monday: 06:00 AM-10:00 PM; Tuesday: 06:00 AM-10:00 PM; Wednesday: 06:00 AM-10:00 PM; Thursday: 06:00 AM-10:00 PM; Friday: 06:00 AM-10:00 PM; Saturday: 06:00 AM-10:00 PM; Sunday: 06:00 AM-10:00 PM,"Cash, Credit Card, Debit Card, Online Payment","Kerbside Parking; Clean Drinking Water, Free Air Facility, Toilet",4.2,96,https://locator.iocl.com/indianoil-aie-valley-service-station-petrol-pump-manikpur-bongaigaon-241078/Home,https://locator.iocl.com/indianoil-aie-valley-service-station-petrol-pump-manikpur-bongaigaon-241078/Map
196075,Retail_Fuel,IndianOil,Basumatary Filling Station,GasStation,Assam,Kamrup,Fatasil,Ambari,781034,India,26.159336,91.740585,+913612473161,basumatary.diganta@gmail.com,Manager,Monday: 06:00 AM-10:00 PM; Tuesday: 06:00 AM-10:00 PM; Wednesday: 06:00 AM-10:00 PM; Thursday: 06:00 AM-10:00 PM; Friday: 06:00 AM-10:00 PM; Saturday: 06:00 AM-10:00 PM; Sunday: 06:00 AM-10:00 PM,"Cash, Credit Card, Debit Card, Online Payment","Kerbside Parking; Clean Drinking Water, Free Air Facility, Toilet",3.7,315,https://locator.iocl.com/indianoil-basumatary-filling-station-petrol-pump-fatasil-kamrup-196075/Home,https://locator.iocl.com/indianoil-basumatary-filling-station-petrol-pump-fatasil-kamrup-196075/Map
238541,Retail_Fuel,IndianOil,Jirang Filling Station,GasStation,Assam,Kamrup,Barpalaha,"Ground Floor, Umsohpanan, New Jirang",781121,India,25.91698705,91.57708971,+916009674254,kmenlanglapang@gmail.com,Lapang Kmenlang,Monday: 06:00 AM-10:00 PM; Tuesday: 06:00 AM-10:00 PM; Wednesday: 06:00 AM-10:00 PM; Thursday: 06:00 AM-10:00 PM; Friday: 06:00 AM-10:00 PM; Saturday: 06:00 AM-10:00 PM; Sunday: 06:00 AM-10:00 PM,"Cash, Credit Card, Debit Card, Online Payment",Kerbside Parking,4.7,91,https://locator.iocl.com/indianoil-jirang-filling-station-petrol-pump-barpalaha-kamrup-238541/Home,https://locator.iocl.com/indianoil-jirang-filling-station-petrol-pump-barpalaha-kamrup-238541/Map
196082,Retail_Fuel,IndianOil,Vip Service Station,GasStation,Assam,Kamrup,VIP Road,Ground Floor,781026,India,26.161185,91.821494,+919957750869,vip1guwahati@gmail.com,Manager,Monday: 06:00 AM-10:30 PM; Tuesday: 06:00 AM-10:30 PM; Wednesday: 06:00 AM-10:30 PM; Thursday: 06:00 AM-10:30 PM; Friday: 06:00 AM-10:30 PM; Saturday: 06:00 AM-10:30 PM; Sunday: 06:00 AM-10:30 PM,"Cash, Credit Card, Debit Card, Online Payment","Kerbside Parking; Clean Drinking Water, Free Air Facility, Toilet",4.4,103,https://locator.iocl.com/indianoil-vip-service-station-petrol-pump-vip-road-kamrup-196082/Home,https://locator.iocl.com/indianoil-vip-service-station-petrol-pump-vip-road-kamrup-196082/Map
196090,Retail_Fuel,IndianOil,Chandmall S &amp; Co,GasStation,Assam,Kamrup,Fancy Bazar,"Bypass Road, Kamrup",781034,India,26.111324,91.750903,+919435733821,cmsbypass@gmail.com,Manager,Monday: 12:00 AM-11:30 PM; Tuesday: 12:00 AM-11:30 PM; Wednesday: 12:00 AM-11:30 PM; Thursday: 12:00 AM-11:30 PM; Friday: 12:00 AM-11:30 PM; Saturday: 12:00 AM-11:30 PM; Sunday: 12:00 AM-11:30 PM,"Cash, Credit Card, Debit Card, Online Payment","Kerbside Parking; Clean Drinking Water, Free Air Facility, Toilet",3.9,114,https://locator.iocl.com/indianoil-chandmall-s-co-petrol-pump-fancy-bazar-kamrup-196090/Home,https://locator.iocl.com/indianoil-chandmall-s-co-petrol-pump-fancy-bazar-kamrup-196090/Map
196091,Retail_Fuel,IndianOil,Das Service Station,GasStation,Assam,Kamrup,Pahartoli,Lakhra Road,781018,India,26.155989,91.739802,+918011778311,dasservicestation@gmail.com,Manager,Monday: 12:00 AM-11:59 PM; Tuesday: 12:00 AM-11:59 PM; Wednesday: 12:00 AM-11:59 PM; Thursday: 12:00 AM-11:59 PM; Friday: 12:00 AM-11:59 PM; Saturday: 12:00 AM-11:59 PM; Sunday: 12:00 AM-11:59 PM,"Cash, Credit Card, Debit Card, Online Payment","Kerbside Parking; Clean Drinking Water, Free Air Facility, Toilet",3.7,456,https://locator.iocl.com/indianoil-das-service-station-petrol-pump-pahartoli-kamrup-196091/Home,https://locator.iocl.com/indianoil-das-service-station-petrol-pump-pahartoli-kamrup-196091/Map
196085,Retail_Fuel,IndianOil,Chandmall S &amp; Co,GasStation,Assam,Kamrup,Chandmari,"Ground Floor, Kamrup",781004,India,26.183553,91.779501,+919954027837,cmschandmari@gmail.com,Manager,Monday: 06:00 AM-10:00 PM; Tuesday: 06:00 AM-10:00 PM; Wednesday: 06:00 AM-10:00 PM; Thursday: 06:00 AM-10:00 PM; Friday: 06:00 AM-10:00 PM; Saturday: 06:00 AM-10:00 PM; Sunday: 06:00 AM-10:00 PM,"Cash, Credit Card, Debit Card, Online Payment","Kerbside Parking; Clean Drinking Water, Free Air Facility, Toilet",3.8,370,https://locator.iocl.com/indianoil-chandmall-s-co-petrol-pump-chandmari-kamrup-196085/Home,https://locator.iocl.com/indianoil-chandmall-s-co-petrol-pump-chandmari-kamrup-196085/Map
241229,Retail_Fuel,IndianOil,Sharma&#039;S Filling Centre,GasStation,Assam,Bongaigaon,Chaprakata,"Ground Floor, Barpara",783380,India,26.490278,90.589691,+919085985909,prasadmanoj144@gmail.com,Sunita Sharma,Monday: 06:00 AM-10:00 PM; Tuesday: 06:00 AM-10:00 PM; Wednesday: 06:00 AM-10:00 PM; Thursday: 06:00 AM-10:00 PM; Friday: 06:00 AM-10:00 PM; Saturday: 06:00 AM-10:00 PM; Sunday: 06:00 AM-10:00 PM,"Cash, Credit Card, Debit Card, Online Payment","Kerbside Parking; Clean Drinking Water, Free Air Facility, Toilet",5,36,https://locator.iocl.com/indianoil-sharma-s-filling-centre-petrol-pump-chaprakata-bongaigaon-241229/Home,https://locator.iocl.com/indianoil-sharma-s-filling-centre-petrol-pump-chaprakata-bongaigaon-241229/Map
240967,Retail_Fuel,IndianOil,Bharati Highway Service Station,GasStation,Assam,Kamrup,Pachia,"Ground Floor, Sakhati, NH 37, Bondapara",781135,India,25.955422000,91.071469000,+917896325282,bana.das2007@gmail.com,Das Dina,Monday: 06:00 AM-10:00 PM; Tuesday: 06:00 AM-10:00 PM; Wednesday: 06:00 AM-10:00 PM; Thursday: 06:00 AM-10:00 PM; Friday: 06:00 AM-10:00 PM; Saturday: 06:00 AM-10:00 PM; Sunday: 06:00 AM-10:00 PM,"Cash, Credit Card, Debit Card, Online Payment","Kerbside Parking; Clean Drinking Water, Free Air Facility, Toilet",4.4,199,https://locator.iocl.com/indianoil-bharati-highway-service-station-petrol-pump-pachia-kamrup-240967/Home,https://locator.iocl.com/indianoil-bharati-highway-service-station-petrol-pump-pachia-kamrup-240967/Map
